"URL","template or route source","status code","indexable","canonical URL","robots directive","title tag","meta description","H1","page type","primary intent","city/branch relevance","schema types","internal links in","internal links out","duplicate-content risk","technical issue summary","content issue summary","action needed","priority"
"https://svijetsluha.com/proizvodi/pumpica-za-ciscenje-individualnih-oliva","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/pumpica-za-ciscenje-individualnih-oliva","","Pumpica za čišćenje individualnih oliva — Svijet Sluha","Ostaci ušne masti-cerumena i preostale tečnosti se lako i temeljno uklanjaju iz cevčice kojom je slušni aparat povezan sa individualnim umetkom ili iz zavo","Pumpica za čišćenje individualnih oliva","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/tympstar-pro-timpanometar","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/tympstar-pro-timpanometar","","Timpanometar Tympstar Pro — Svijet Sluha","Protokoli se mogu konfigurirati na timpanometru kako bi se optimizirala efikasnost i radni tok; fleksibilnost unapred definisanih protokola štedi vreme i s","Timpanometar Tympstar Pro","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/varta-power-one-velicina-10-6kom","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/varta-power-one-velicina-10-6kom","","Varta Power One veličina 10 (6kom) — Svijet Sluha","Sve Power One baterije sa cink-vazduhom su bez žive, što omogućava kompaniji Varta da opravda svoju tvrdnju da je ekološki najprihvatljiviji proizvođač bat","Varta Power One veličina 10 (6kom)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Duplicate description","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/varta-power-one-velicina-13-6kom","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/varta-power-one-velicina-13-6kom","","Varta Power One veličina 13 (6kom) — Svijet Sluha","Sve Power One baterije sa cink-vazduhom su bez žive, što omogućava kompaniji Varta da opravda svoju tvrdnju da je ekološki najprihvatljiviji proizvođač bat","Varta Power One veličina 13 (6kom)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Duplicate description","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/varta-power-one-velicina-312-6kom","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/varta-power-one-velicina-312-6kom","","Varta Power One veličina 312 (6kom) — Svijet Sluha","Sve Power One baterije sa cink-vazduhom su bez žive, čime kompanija Varta opravdava svoju tvrdnju da je ekološki najprihvatljiviji proizvođač baterija za s","Varta Power One veličina 312 (6kom)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Duplicate description","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/proizvodi/varta-power-one-velicina-675-6kom","proizvodi/[slug]","200","yes","https://svijetsluha.com/proizvodi/varta-power-one-velicina-675-6kom","","Varta Power One veličina 675 (6kom) — Svijet Sluha","Sve Power One baterije sa cink-vazduhom su bez žive, čime kompanija Varta opravdava svoju tvrdnju da je ekološki najprihvatljiviji proizvođač baterija za s","Varta Power One veličina 675 (6kom)","Product detail","Product research","Medium","BreadcrumbList; ListItem; Organization; Product; WebSite","2","24","Duplicate description","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/savjeti","savjeti","200","yes","https://svijetsluha.com/savjeti","","Savjeti i novosti o sluhu — Svijet Sluha","Praktični savjeti o sluhu i slušnim aparatima, novosti iz naših poslovnica i vijesti iz Sarajeva.","Savjeti i novosti","Advice hub","Informational/AEO","Medium","BreadcrumbList; ListItem; Organization; WebSite","98","30","Duplicate title","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/savjeti?kategorija=novosti","savjeti","200","yes","https://svijetsluha.com/savjeti","","Savjeti i novosti o sluhu — Svijet Sluha","Praktični savjeti o sluhu i slušnim aparatima, novosti iz naših poslovnica i vijesti iz Sarajeva.","Savjeti i novosti","Advice article","Informational/AEO","Medium","BreadcrumbList; ListItem; Organization; WebSite","4","26","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/savjeti?kategorija=sarajevo","savjeti","200","yes","https://svijetsluha.com/savjeti","","Savjeti i novosti o sluhu — Svijet Sluha","Praktični savjeti o sluhu i slušnim aparatima, novosti iz naših poslovnica i vijesti iz Sarajeva.","Savjeti i novosti","Advice article","Informational/AEO","Medium","BreadcrumbList; ListItem; Organization; WebSite","4","27","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/savjeti?kategorija=savjeti","savjeti","200","yes","https://svijetsluha.com/savjeti","","Savjeti i novosti o sluhu — Svijet Sluha","Praktični savjeti o sluhu i slušnim aparatima, novosti iz naših poslovnica i vijesti iz Sarajeva.","Savjeti i novosti","Advice article","Informational/AEO","Medium","BreadcrumbList; ListItem; Organization; WebSite","4","29","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/savjeti/otvaranje-poslovnice-sarajevo","savjeti/[slug]","200","yes","https://svijetsluha.com/savjeti/otvaranje-poslovnice-sarajevo","","Audio BM stigao u Sarajevo — dobro došli! — Svijet Sluha","Nakon više od 30 godina rada, s ponosom otvaramo vrata naše prve poslovnice u Sarajevu. Zakažite besplatnu provjeru sluha već danas.","Audio BM stigao u Sarajevo — dobro došli!","Branch detail","Local branch/service","High","Article; BreadcrumbList; ListItem; Organization; WebSite","2","23","Low","No crawl-level issue","CMS placeholders found in production baseline; Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/savjeti/pet-savjeta-odrzavanje-slusnog-aparata","savjeti/[slug]","200","yes","https://svijetsluha.com/savjeti/pet-savjeta-odrzavanje-slusnog-aparata","","Pet savjeta za duži vijek Vašeg slušnog aparata — Svijet Sluha","Slušni aparat je mali, precizan uređaj koji radi po cijeli dan. Uz ovih pet navika služiće Vas godinama.","Pet savjeta za duži vijek Vašeg slušnog aparata","Advice article","Informational/AEO","Medium","Article; BreadcrumbList; ListItem; Organization; WebSite","4","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/savjeti/prvi-znakovi-slabljenja-sluha","savjeti/[slug]","200","yes","https://svijetsluha.com/savjeti/prvi-znakovi-slabljenja-sluha","","Kako prepoznati prve znakove slabljenja sluha — Svijet Sluha","Slabljenje sluha dolazi postepeno, pa ga je lako previdjeti. Ovo su znakovi na koje treba obratiti pažnju — kod sebe i kod najbližih.","Kako prepoznati prve znakove slabljenja sluha","Advice article","Informational/AEO","Medium","Article; BreadcrumbList; ListItem; Organization; WebSite","4","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/savjeti/tuzla1","savjeti/[slug]","200","yes","https://svijetsluha.com/savjeti/tuzla1","","AudioBM Tuzla otvaranje — Svijet Sluha","jjjjjjjjjjjjjjj","AudioBM Tuzla otvaranje","Advice article","Informational/AEO","Medium","Article; BreadcrumbList; ListItem; Organization; WebSite","4","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati","slusni-aparati","200","yes","https://svijetsluha.com/slusni-aparati","","Slušni aparati — vrste, brendovi i kako odabrati — Svijet Sluha","Kanalni, zaušni i snažni slušni aparati Bernafon i Unitron. Saznajte koji je pravi za Vas — uz besplatno savjetovanje u 6 gradova BiH.","Slušni aparati","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; WebSite","98","38","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/kanalni","slusni-aparati/[tip]","200","yes","https://svijetsluha.com/slusni-aparati/kanalni","","Kanalni slušni aparati — modeli i savjetovanje — Svijet Sluha","Gotovo nevidljivi — sva elektronika u ušnom umetku, po mjeri. Pogledajte modele i zakažite besplatno savjetovanje u našim poslovnicama.","Kanalni slušni aparati","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; WebSite","2","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/alpha-3-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/alpha-3-slusni-aparati","","Alpha 3 slušni aparat — Svijet Sluha","Ovo je slušni aparat koji ima opciju punjivih baterija kao i svi slušni aparati iz porodice Alpha. Baterija se puni samo 3 sata i traje čitav dan. Za osobe","Alpha 3 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/alpha-5-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/alpha-5-slusni-aparati","","Alpha 5 slušni aparat — Svijet Sluha","Sa slušnim aparatima Alpha 5 dobijate: Odličan fokus na govor u velikom broju okruženja Prijatnost u buci srednjeg intenziteta Opciju punjivog slušnog apar","Alpha 5 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/alpha-9-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/alpha-9-slusni-aparati","","Alpha 9 slušni aparat — Svijet Sluha","Alpha 9 su slušni aparati koji automatski oblikuju okruženja da budu najbolja za vaš sluh. Šta to znači? Ovi slušni aparati procjenjuju kakva je buka u okr","Alpha 9 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/alpha1-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/alpha1-slusni-aparati","","Alpha 1 slušni aparat — Svijet Sluha","Baterija se puni samo 3 sata i traje cijeli dan. Za osobe koje tradicionalno vjeruju standardnim baterijama, postoje modeli koji koriste i standardne zamje","Alpha 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/entra-1-slusni-aparat","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/entra-1-slusni-aparat","","Entra 1 slušni aparat — Svijet Sluha","Razumijevanje govora – Bernafonova jedinstvena ChannelFree™ obrada signala je ključ čistog i prirodnog zvuka. Sistem analizira dolazeći signal u cijelosti","Entra 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/inizia-1-slusni-aparat","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/inizia-1-slusni-aparat","","Inizia 1 slušni aparat — Svijet Sluha","Inizia 1 nudi tehnologiju koja se najviše preporučuje osobama koje nisu previše aktivne i kojima je primarno funkcionisanje u tihom okruženju, opremljen je","Inizia 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/leox-3-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/leox-3-slusni-aparati","","Leox 3 slušni aparat — Svijet Sluha","Ponoseći se jednim od najviših nivoa amplifikacije na tržištu, Leox pomaže djeci i mladima da uživaju u životu punom spontanosti. Sa ovim aparatom, vi ćete","Leox 3 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/leox-7-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/leox-7-slusni-aparati","","Leox 7 slušni aparat — Svijet Sluha","Pored mnogih opcija i dodataka, Leox je idealno rješenje za pedijatrijsko podešavanje. Ponoseći se jednim od najviših nivoa amplifikacije na tržištu, Leox","Leox 7 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/nevara-1-slusni-aparat","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/nevara-1-slusni-aparat","","Nevara 1 slušni aparat — Svijet Sluha","Nevara 1 ima mogućnost blagog smanjivanja buke u okruženju sa funkcijom adaptive noise reduction i fokusiranja na razgovor koji dolazi ispred korisnika slu","Nevara 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/vivante-1-slusni-aparat","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/vivante-1-slusni-aparat","","Vivante 1 slušni aparat — Svijet Sluha","Vivante 1 je napravlje na najnovijoj platformi kompanije Unitron sa funkcijama koje se nalaze i u nekim kvalitetnijim slušnim aparatima. Izrađuje se sa sta","Vivante 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/vivante-3-slusni-aparat","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/vivante-3-slusni-aparat","","Vivante 3 slušni aparat — Svijet Sluha","Vivante 3 je napravlje na najnovijoj platformi kompanije Unitron sa funkcijama koje se nalaze i u nekim kvalitetnijim slušnim aparatima. Izrađuje se sa sta","Vivante 3 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/modeli/zerena-1-slusni-aparati","slusni-aparati/modeli/[slug]","200","yes","https://svijetsluha.com/slusni-aparati/modeli/zerena-1-slusni-aparati","","Zerena 1 slušni aparat — Svijet Sluha","Razumevanje govora – Bernafonova jedinstvena ChannelFree™ obrada signala je ključ čistog i prirodnog zvuka. Sistem analizira dolazeći signal u celosti i pr","Zerena 1 slušni aparat","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; Product; WebSite","3","25","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/zausni","slusni-aparati/[tip]","200","yes","https://svijetsluha.com/slusni-aparati/zausni","","Zaušni slušni aparati — modeli i savjetovanje — Svijet Sluha","Tanki i elegantni, skriveni iza uha, uz Bluetooth povezivanje. Pogledajte modele i zakažite besplatno savjetovanje u našim poslovnicama.","Zaušni slušni aparati","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; WebSite","14","35","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/slusni-aparati/zausni-snazni","slusni-aparati/[tip]","200","yes","https://svijetsluha.com/slusni-aparati/zausni-snazni","","Zaušni aparati za teža oštećenja — modeli i savjetovanje — Svijet Sluha","Snažniji zvuk i bolje razumijevanje govora kod težih gubitaka sluha. Pogledajte modele i zakažite besplatno savjetovanje u našim poslovnicama.","Zaušni aparati za teža oštećenja","Hearing-aid page","Commercial hearing-aid research","High","BreadcrumbList; ListItem; Organization; WebSite","2","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/tim","/tim","200","yes","https://svijetsluha.com/tim","","Naš tim — stručnjaci za sluh — Svijet Sluha","Upoznajte akustičare i stručnjake našeg tima u Sarajevu, Banjoj Luci, Gradišci, Bijeljini, Doboju i Brčkom.","Naš tim","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/uslovi-koristenja","/uslovi-koristenja","200","yes","https://svijetsluha.com/uslovi-koristenja","","Uslovi korištenja — Svijet Sluha","Uslovi korištenja web stranice Svijet Sluha.","Uslovi korištenja","General","Brand/trust/support","Low","BreadcrumbList; ListItem; Organization; WebSite","98","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/usluge","usluge","200","yes","https://svijetsluha.com/usluge","","Usluge — provjera sluha, servis aparata, implanti — Svijet Sluha","Besplatna provjera sluha, prilagođavanje i servis slušnih aparata, podrška za kohlearne implante — u 6 gradova BiH.","Naše usluge","Service index","Service intent","High","BreadcrumbList; ListItem; Organization; WebSite","98","26","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/usluge/kohlearni-implanti","usluge/[slug]","200","yes","https://svijetsluha.com/usluge/kohlearni-implanti","","Kohlearni implanti — Svijet Sluha","Informacije i podrška za Cochlear™ sisteme — za osobe kojima slušni aparati više nisu dovoljni.","Kohlearni implanti","Service detail","Service intent","High","BreadcrumbList; ListItem; Organization; Service; WebSite","2","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/usluge/prilagodjavanje-i-servis","usluge/[slug]","200","yes","https://svijetsluha.com/usluge/prilagodjavanje-i-servis","","Prilagođavanje i servis slušnih aparata — Svijet Sluha","Fino podešavanje aparata prema Vašem sluhu, redovne kontrole, čišćenje i popravke — da aparat uvijek radi kako treba.","Prilagođavanje i servis slušnih aparata","Service detail","Service intent","High","BreadcrumbList; ListItem; Organization; Service; WebSite","2","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/usluge/provjera-sluha","usluge/[slug]","200","yes","https://svijetsluha.com/usluge/provjera-sluha","","Besplatna provjera sluha — Svijet Sluha","Kompletna provjera sluha bez naknade i bez obaveze — saznajte stanje svog sluha za pola sata.","Besplatna provjera sluha","Service detail","Service intent","High","BreadcrumbList; ListItem; Organization; Service; WebSite","2","23","Low","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/zakazivanje","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","98","23","Duplicate title","No crawl-level issue","Location-count wording drift in production baseline","Monitor or improve content depth","low"
"https://svijetsluha.com/zakazivanje?poslovnica=banja-luka","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=bijeljina","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=brcko","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=doboj","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=gradiska","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=sarajevo","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
"https://svijetsluha.com/zakazivanje?poslovnica=tuzla","zakazivanje","200","yes","https://svijetsluha.com/zakazivanje","","Zakažite besplatnu provjeru sluha — Svijet Sluha","Zakazivanje za manje od 2 minute: odaberite poslovnicu, ostavite ime i telefon — kontaktiramo Vas isti radni dan radi potvrde termina.","Zakažite besplatnu provjeru sluha","Appointment","Transactional booking","High","BreadcrumbList; ListItem; Organization; WebSite","1","23","Query duplicate","Indexable query state","Location-count wording drift in production baseline","Noindex query-state URL","high"
